order_id,customer_id,fecha,canal,sku,qty,price,cost
17,1672,2024-06-01,tienda,SKU0089,1,16.27,8.51
17,1672,2024-06-01,tienda,SKU0060,1,10.53,6.91
18,24,2024-06-01,tienda,SKU0042,1,11.81,6.45
18,24,2024-06-01,tienda,SKU0071,1,35.94,28.43
18,24,2024-06-01,tienda,SKU0066,1,12.06,9.01
19,2743,2024-06-01,tienda,SKU0037,3,14.26,10.55
19,2743,2024-06-01,tienda,SKU0048,1,5.6,3.64
20,600,2024-06-01,tienda,SKU0054,1,22.06,15.56
20,600,2024-06-01,tienda,SKU0027,1,16.59,9.58
20,600,2024-06-01,tienda,SKU0075,2,15.56,8.88
21,2426,2024-06-01,tienda,SKU0054,1,21.86,12.27
21,2426,2024-06-01,tienda,SKU0044,3,16.09,10.1
21,2426,2024-06-01,tienda,SKU0040,2,9.47,5.86
22,281,2024-06-01,tienda,SKU0076,1,13.89,10.78
23,1255,2024-06-01,app,SKU0057,2,37.62,24.24
23,1255,2024-06-01,app,SKU0070,1,7.51,4.63
24,1186,2024-06-01,tienda,SKU0017,1,8.64,4.7
24,1186,2024-06-01,tienda,SKU0006,1,44.13,23.55
24,1186,2024-06-01,tienda,SKU0020,1,31.7,17.93
24,1186,2024-06-01,tienda,SKU0038,2,8.57,5.84
25,137,2024-06-01,web,SKU0016,3,56.47,29.92
25,137,2024-06-01,web,SKU0062,1,14.75,9.33
25,137,2024-06-01,web,SKU0074,1,2.86,2.28
26,1438,2024-06-01,tienda,SKU0016,2,11.94,9.44
26,1438,2024-06-01,tienda,SKU0006,1,12.16,7.26
26,1438,2024-06-01,tienda,SKU0069,1,5.75,4.15
27,1017,2024-06-01,tienda,SKU0011,3,12.77,8.22
27,1017,2024-06-01,tienda,SKU0047,1,6.61,3.44
28,876,2024-06-01,web,SKU0091,2,19.45,11.11
29,2130,2024-06-01,tienda,SKU0024,1,9.97,6.7
29,2130,2024-06-01,tienda,SKU0079,4,3.21,1.66
29,2130,2024-06-01,tienda,SKU0070,3,14.52,11.17
29,2130,2024-06-01,tienda,SKU0014,1,16.59,11.35
30,1519,2024-06-01,app,SKU0038,2,17.31,9.43
30,1519,2024-06-01,app,SKU0069,2,13.31,7.84
30,1519,2024-06-01,app,SKU0011,1,9.43,5.77
30,1519,2024-06-01,app,SKU0003,2,2.54,1.4
31,439,2024-06-01,tienda,SKU0011,2,12.39,9.91
31,439,2024-06-01,tienda,SKU0080,2,11.77,7.38
31,439,2024-06-01,tienda,SKU0079,2,14.94,11.86
32,2933,2024-06-01,app,SKU0097,2,26.51,13.58
32,2933,2024-06-01,app,SKU0012,2,7.54,4.47
32,2933,2024-06-01,app,SKU0049,1,4.33,2.78
33,618,2024-06-01,web,SKU0057,1,8.32,4.91
33,618,2024-06-01,web,SKU0067,3,13.62,6.93
34,1132,2024-06-01,web,SKU0028,1,13.63,10.65
34,1132,2024-06-01,web,SKU0031,3,8.34,6.56
34,1132,2024-06-01,web,SKU0047,1,13.95,8.72
35,1677,2024-06-01,web,SKU0019,2,8.73,5.57
35,1677,2024-06-01,web,SKU0068,2,6.23,3.98
35,1677,2024-06-01,web,SKU0098,2,14.19,8.69
36,782,2024-06-01,web,SKU0073,3,4.56,3.52
37,2052,2024-06-01,web,SKU0016,2,37.73,20.03
37,2052,2024-06-01,web,SKU0075,1,24.84,13.41
38,2036,2024-06-01,tienda,SKU0027,3,11.15,7.93
39,2832,2024-06-01,app,SKU0003,1,42.38,33.39
39,2832,2024-06-01,app,SKU0002,1,22.72,16.66
39,2832,2024-06-01,app,SKU0087,2,10.75,5.84
39,2832,2024-06-01,app,SKU0079,1,13.36,7.3
40,2999,2024-06-01,tienda,SKU0096,2,15.91,9.18
40,2999,2024-06-01,tienda,SKU0062,2,10.16,5.15
40,2999,2024-06-01,tienda,SKU0012,1,22.02,12.62
40,2999,2024-06-01,tienda,SKU0067,1,8.84,5.76
41,1841,2024-06-01,app,SKU0083,2,19.31,10.93
41,1841,2024-06-01,app,SKU0006,1,7.08,4.65
41,1841,2024-06-01,app,SKU0054,2,24.42,13.93
42,53,2024-06-01,app,SKU0047,3,15.37,11.9
43,1444,2024-06-01,web,SKU0087,1,4.75,2.87
43,1444,2024-06-01,web,SKU0029,1,13.5,9.45
44,381,2024-06-01,app,SKU0091,3,42.57,22.99
44,381,2024-06-01,app,SKU0092,2,33.23,18.39
44,381,2024-06-01,app,SKU0013,1,30.74,15.89
45,581,2024-06-01,app,SKU0099,1,25.94,16.56
46,1562,2024-06-01,web,SKU0073,2,8.23,5.38
46,1562,2024-06-01,web,SKU0008,2,27.61,21.53
46,1562,2024-06-01,web,SKU0056,1,19.42,12.78
46,1562,2024-06-01,web,SKU0035,1,26.27,15.8
47,511,2024-06-01,app,SKU0087,2,16.04,9.6
47,511,2024-06-01,app,SKU0074,2,21.94,11.48
48,1697,2024-06-01,web,SKU0003,2,9.76,7.77
48,1697,2024-06-01,web,SKU0057,2,29.18,18.0
48,1697,2024-06-01,web,SKU0061,2,7.51,5.03
49,250,2024-06-01,app,SKU0032,1,9.8,5.53
50,2181,2024-06-01,tienda,SKU0038,2,6.4,4.81
50,2181,2024-06-01,tienda,SKU0067,1,7.16,4.03
50,2181,2024-06-01,tienda,SKU0071,1,8.08,4.75
51,2577,2024-06-01,tienda,SKU0095,2,15.37,8.21
52,275,2024-06-01,tienda,SKU0080,2,5.73,3.23
52,275,2024-06-01,tienda,SKU0020,1,13.93,11.11
52,275,2024-06-01,tienda,SKU0020,2,22.57,16.01
52,275,2024-06-01,tienda,SKU0006,1,11.4,5.89
53,2317,2024-06-01,web,SKU0084,2,35.1,25.66
53,2317,2024-06-01,web,SKU0052,2,15.74,11.18
54,2103,2024-06-01,web,SKU0014,2,19.03,9.82
54,2103,2024-06-01,web,SKU0079,1,21.79,11.23
55,714,2024-06-01,app,SKU0090,2,18.71,13.71
56,1727,2024-06-01,web,SKU0031,2,17.77,10.28
56,1727,2024-06-01,web,SKU0074,1,12.44,8.89
56,1727,2024-06-01,web,SKU0053,2,34.11,26.33
57,2932,2024-06-01,web,SKU0012,1,16.25,12.22
57,2932,2024-06-01,web,SKU0010,2,15.64,8.57
58,1043,2024-06-01,tienda,SKU0028,1,5.08,3.49
58,1043,2024-06-01,tienda,SKU0012,1,25.9,13.75
59,2453,2024-06-01,web,SKU0005,2,18.06,12.85
60,2233,2024-06-01,app,SKU0017,2,21.12,15.06
60,2233,2024-06-01,app,SKU0029,3,4.92,3.17
60,2233,2024-06-01,app,SKU0046,2,10.19,5.48
60,2233,2024-06-01,app,SKU0091,3,20.44,15.66
61,2853,2024-06-01,tienda,SKU0098,1,10.86,8.03
62,1834,2024-06-01,web,SKU0053,2,6.46,5.01
63,5,2024-06-01,app,SKU0031,2,10.0,6.04
63,5,2024-06-01,app,SKU0054,2,15.44,11.91
64,1462,2024-06-01,tienda,SKU0042,3,8.08,5.86
64,1462,2024-06-01,tienda,SKU0095,1,31.38,17.51
64,1462,2024-06-01,tienda,SKU0018,3,2.66,1.92
65,694,2024-06-01,app,SKU0007,3,2.97,2.2
65,694,2024-06-01,app,SKU0076,1,17.56,11.06
65,694,2024-06-01,app,SKU0015,3,1.82,1.18
65,694,2024-06-01,app,SKU0070,1,17.1,9.62
66,2538,2024-06-01,tienda,SKU0002,3,32.09,19.88
66,2538,2024-06-01,tienda,SKU0050,1,12.39,7.46
66,2538,2024-06-01,tienda,SKU0054,2,23.81,14.76
66,2538,2024-06-01,tienda,SKU0010,1,13.02,8.68
67,691,2024-06-01,web,SKU0059,2,17.48,11.05
68,2099,2024-06-01,app,SKU0095,1,15.34,8.33
68,2099,2024-06-01,app,SKU0099,1,13.23,8.83
68,2099,2024-06-01,app,SKU0071,1,4.79,3.43
68,2099,2024-06-01,app,SKU0003,1,14.29,8.18
69,184,2024-06-01,web,SKU0034,3,4.91,3.78
69,184,2024-06-01,web,SKU0005,2,14.37,10.53
69,184,2024-06-01,web,SKU0024,1,7.05,5.09
69,184,2024-06-01,web,SKU0058,2,23.75,14.73
70,655,2024-06-01,app,SKU0098,3,18.21,10.23
70,655,2024-06-01,app,SKU0096,1,10.09,6.76
70,655,2024-06-01,app,SKU0007,1,11.62,7.17
70,655,2024-06-01,app,SKU0028,1,25.18,18.65
71,784,2024-06-01,app,SKU0026,1,5.99,3.07
71,784,2024-06-01,app,SKU0089,1,11.52,5.82
71,784,2024-06-01,app,SKU0067,2,5.41,3.88
71,784,2024-06-01,app,SKU0078,1,12.7,7.85
72,542,2024-06-01,app,SKU0011,1,20.95,13.57
72,542,2024-06-01,app,SKU0062,3,7.62,5.15
72,542,2024-06-01,app,SKU0057,1,10.38,5.44
72,542,2024-06-01,app,SKU0068,2,16.36,10.69
73,55,2024-06-01,app,SKU0090,1,19.43,14.36
74,726,2024-06-01,app,SKU0092,2,8.32,4.44
74,726,2024-06-01,app,SKU0053,1,18.67,13.27
75,834,2024-06-01,app,SKU0061,1,21.37,10.91
75,834,2024-06-01,app,SKU0005,2,4.76,2.67
75,834,2024-06-01,app,SKU0093,2,21.7,16.07
75,834,2024-06-01,app,SKU0067,1,14.09,11.12
76,636,2024-06-01,tienda,SKU0022,2,20.45,13.69
77,692,2024-06-01,web,SKU0024,3,20.38,14.26
77,692,2024-06-01,web,SKU0063,2,6.5,3.25
77,692,2024-06-01,web,SKU0091,1,9.34,5.37
77,692,2024-06-01,web,SKU0059,2,38.14,28.0
78,2952,2024-06-01,tienda,SKU0049,2,7.38,4.86
79,787,2024-06-01,tienda,SKU0093,1,38.08,19.35
80,842,2024-06-01,app,SKU0086,2,8.89,6.59
80,842,2024-06-01,app,SKU0042,1,13.1,7.11
80,842,2024-06-01,app,SKU0080,3,5.63,3.83
80,842,2024-06-01,app,SKU0098,1,27.65,15.28
81,985,2024-06-01,tienda,SKU0064,3,18.34,13.14
82,695,2024-06-01,app,SKU0079,2,14.11,8.81
82,695,2024-06-01,app,SKU0099,1,21.07,12.49
82,695,2024-06-01,app,SKU0057,2,6.98,5.11
82,695,2024-06-01,app,SKU0000,1,3.78,2.01
83,1874,2024-06-01,web,SKU0091,1,27.31,19.15
83,1874,2024-06-01,web,SKU0023,2,21.47,12.44
84,1901,2024-06-01,app,SKU0071,1,3.76,2.19
84,1901,2024-06-01,app,SKU0068,1,10.83,8.38
85,2466,2024-06-01,app,SKU0084,3,19.55,14.36
86,524,2024-06-01,app,SKU0042,1,11.72,6.71
86,524,2024-06-01,app,SKU0056,1,20.6,10.41
86,524,2024-06-01,app,SKU0051,1,14.83,8.62
86,524,2024-06-01,app,SKU0017,1,14.03,7.16
87,1811,2024-06-01,web,SKU0009,2,5.91,4.45
88,449,2024-06-01,tienda,SKU0010,2,3.08,2.11
88,449,2024-06-01,tienda,SKU0085,2,16.52,12.08
88,449,2024-06-01,tienda,SKU0022,2,1.69,1.22
89,2342,2024-06-01,web,SKU0073,1,12.87,9.19
89,2342,2024-06-01,web,SKU0059,1,3.65,2.39
89,2342,2024-06-01,web,SKU0002,2,22.31,17.57
89,2342,2024-06-01,web,SKU0043,1,12.58,8.38
90,326,2024-06-01,web,SKU0097,3,19.01,11.84
90,326,2024-06-01,web,SKU0010,2,7.43,5.04
90,326,2024-06-01,web,SKU0043,2,15.27,8.35
90,326,2024-06-01,web,SKU0073,1,23.09,12.62
91,2389,2024-06-01,web,SKU0087,1,25.77,16.72
91,2389,2024-06-01,web,SKU0095,1,12.17,9.05
91,2389,2024-06-01,web,SKU0053,2,2.81,2.09
92,793,2024-06-01,web,SKU0073,3,31.25,20.65
93,192,2024-06-01,web,SKU0039,1,37.57,23.87
94,1935,2024-06-01,tienda,SKU0087,2,7.6,3.91
95,292,2024-06-01,app,SKU0078,4,9.11,5.39
95,292,2024-06-01,app,SKU0082,2,16.61,8.91
95,292,2024-06-01,app,SKU0078,2,14.45,10.21
95,292,2024-06-01,app,SKU0041,1,13.41,6.75
96,85,2024-06-01,web,SKU0067,1,6.48,3.88
96,85,2024-06-01,web,SKU0037,2,26.64,19.25
97,1761,2024-06-01,app,SKU0054,1,25.71,13.89
98,206,2024-06-01,web,SKU0019,1,32.54,17.9
98,206,2024-06-01,web,SKU0046,1,21.31,15.58
98,206,2024-06-01,web,SKU0086,1,30.46,18.74
99,2962,2024-06-01,web,SKU0026,2,8.12,4.12
99,2962,2024-06-01,web,SKU0040,2,12.93,10.3
99,2962,2024-06-01,web,SKU0007,1,26.63,15.28
99,2962,2024-06-01,web,SKU0036,1,11.61,7.05
100,1636,2024-06-01,app,SKU0001,2,12.22,6.16
100,1636,2024-06-01,app,SKU0024,2,36.03,26.18
100,1636,2024-06-01,app,SKU0033,1,4.96,3.92
101,2254,2024-06-01,tienda,SKU0017,3,9.3,4.94
101,2254,2024-06-01,tienda,SKU0050,2,39.91,25.25
102,1289,2024-06-01,web,SKU0008,1,13.54,9.58
102,1289,2024-06-01,web,SKU0036,1,8.68,6.03
102,1289,2024-06-01,web,SKU0055,3,9.15,4.91
103,432,2024-06-01,tienda,SKU0026,1,7.18,3.84
104,692,2024-06-01,tienda,SKU0083,1,22.82,13.78
105,778,2024-06-01,tienda,SKU0015,1,7.34,3.84
105,778,2024-06-01,tienda,SKU0041,1,18.26,14.41
105,778,2024-06-01,tienda,SKU0059,2,17.7,12.5
106,1633,2024-06-01,web,SKU0046,1,7.24,4.85
107,731,2024-06-01,app,SKU0037,2,6.44,4.73
107,731,2024-06-01,app,SKU0048,2,4.41,2.84
107,731,2024-06-01,app,SKU0008,1,13.44,8.86
108,1447,2024-06-01,tienda,SKU0080,1,14.95,8.97
109,2375,2024-06-01,web,SKU0095,2,9.5,6.22
109,2375,2024-06-01,web,SKU0020,2,14.97,7.97
109,2375,2024-06-01,web,SKU0027,2,8.9,7.0
109,2375,2024-06-01,web,SKU0092,2,19.47,15.15
110,2064,2024-06-01,app,SKU0077,2,7.62,5.45
111,2737,2024-06-01,tienda,SKU0052,1,8.02,5.19
111,2737,2024-06-01,tienda,SKU0066,1,5.26,4.0
111,2737,2024-06-01,tienda,SKU0051,1,17.22,11.54
111,2737,2024-06-01,tienda,SKU0034,1,19.85,12.6
112,30,2024-06-01,web,SKU0024,1,8.55,6.39
112,30,2024-06-01,web,SKU0063,2,42.13,31.65
112,30,2024-06-01,web,SKU0023,3,26.97,16.52
113,2961,2024-06-01,web,SKU0098,1,10.76,6.23
113,2961,2024-06-01,web,SKU0023,3,11.77,6.04
113,2961,2024-06-01,web,SKU0011,1,1.5,1.09
114,2668,2024-06-01,tienda,SKU0037,1,4.89,3.71
114,2668,2024-06-01,tienda,SKU0046,1,12.52,6.37
114,2668,2024-06-01,tienda,SKU0011,1,36.47,20.17
115,1904,2024-06-01,web,SKU0044,1,16.96,13.47
115,1904,2024-06-01,web,SKU0012,1,10.93,5.53
115,1904,2024-06-01,web,SKU0033,2,11.34,8.96
115,1904,2024-06-01,web,SKU0030,3,8.64,6.38
116,67,2024-06-01,tienda,SKU0053,2,5.45,3.11
117,1859,2024-06-01,tienda,SKU0090,1,9.52,5.71
117,1859,2024-06-01,tienda,SKU0069,1,22.82,16.83
118,328,2024-06-01,app,SKU0054,3,2.08,1.4
119,222,2024-06-01,web,SKU0037,1,3.14,1.63
119,222,2024-06-01,web,SKU0080,2,2.85,1.91
119,222,2024-06-01,web,SKU0032,1,16.94,9.51
119,222,2024-06-01,web,SKU0014,1,10.58,6.81
120,300,2024-06-01,app,SKU0004,1,32.42,24.56
120,300,2024-06-01,app,SKU0093,2,10.39,7.19
120,300,2024-06-01,app,SKU0021,2,9.67,5.89
120,300,2024-06-01,app,SKU0098,2,25.15,18.92
121,2468,2024-06-01,tienda,SKU0059,1,17.07,11.24
121,2468,2024-06-01,tienda,SKU0053,2,9.9,7.12
121,2468,2024-06-01,tienda,SKU0034,1,22.18,13.59
122,2589,2024-06-01,web,SKU0010,2,11.15,7.21
123,2203,2024-06-01,web,SKU0044,1,3.29,2.07
123,2203,2024-06-01,web,SKU0026,1,9.92,6.11
123,2203,2024-06-01,web,SKU0083,1,15.34,11.76
124,1667,2024-06-01,web,SKU0096,1,15.76,11.23
125,1251,2024-06-01,web,SKU0079,3,6.08,3.81
126,218,2024-06-01,app,SKU0094,3,20.8,11.9
126,218,2024-06-01,app,SKU0087,1,11.31,6.37
126,218,2024-06-01,app,SKU0070,2,20.03,12.66
127,1892,2024-06-01,tienda,SKU0026,2,31.76,15.92
127,1892,2024-06-01,tienda,SKU0013,1,10.18,8.03
127,1892,2024-06-01,tienda,SKU0023,2,8.89,6.88
127,1892,2024-06-01,tienda,SKU0064,2,31.23,16.79
128,154,2024-06-01,web,SKU0088,3,2.79,1.77
128,154,2024-06-01,web,SKU0037,2,6.09,3.76
128,154,2024-06-01,web,SKU0004,1,13.36,10.34
128,154,2024-06-01,web,SKU0062,1,13.65,7.95
129,1955,2024-06-01,app,SKU0018,1,32.55,18.07
129,1955,2024-06-01,app,SKU0003,1,17.82,12.5
130,2235,2024-06-01,web,SKU0005,3,1.83,1.06
131,1138,2024-06-01,tienda,SKU0081,2,15.47,10.69
131,1138,2024-06-01,tienda,SKU0049,2,13.04,7.91
131,1138,2024-06-01,tienda,SKU0026,2,11.93,6.98
132,1339,2024-06-01,tienda,SKU0009,1,8.07,4.96
132,1339,2024-06-01,tienda,SKU0005,2,15.04,8.12
132,1339,2024-06-01,tienda,SKU0068,1,9.28,5.2
133,2535,2024-06-01,app,SKU0060,3,12.43,8.73
133,2535,2024-06-01,app,SKU0005,1,3.62,1.9
133,2535,2024-06-01,app,SKU0079,1,18.47,12.99
133,2535,2024-06-01,app,SKU0009,2,24.95,17.56
134,404,2024-06-01,web,SKU0082,1,10.13,7.81
134,404,2024-06-01,web,SKU0078,1,7.15,5.59
134,404,2024-06-01,web,SKU0032,2,20.54,13.18
134,404,2024-06-01,web,SKU0075,1,10.65,5.41
135,521,2024-06-01,app,SKU0066,2,4.46,2.62
135,521,2024-06-01,app,SKU0037,2,8.52,5.24
135,521,2024-06-01,app,SKU0044,1,6.98,4.37
136,1661,2024-06-01,app,SKU0027,2,15.55,8.07
136,1661,2024-06-01,app,SKU0099,1,24.29,15.55
137,614,2024-06-02,web,SKU0005,3,16.32,9.75
137,614,2024-06-02,web,SKU0082,2,9.9,5.96
138,2847,2024-06-02,tienda,SKU0043,2,14.61,9.55
138,2847,2024-06-02,tienda,SKU0046,2,19.27,9.64
138,2847,2024-06-02,tienda,SKU0001,2,12.3,8.3
138,2847,2024-06-02,tienda,SKU0095,2,6.42,4.02
139,1600,2024-06-02,web,SKU0032,3,8.43,5.52
139,1600,2024-06-02,web,SKU0004,2,25.19,20.09
140,1695,2024-06-02,app,SKU0041,1,16.34,12.3
140,1695,2024-06-02,app,SKU0014,2,6.56,3.39
141,2967,2024-06-02,app,SKU0088,1,18.01,9.95
141,2967,2024-06-02,app,SKU0016,2,14.13,10.71
141,2967,2024-06-02,app,SKU0052,2,16.49,9.03
141,2967,2024-06-02,app,SKU0073,2,1.5,0.87
142,2828,2024-06-02,tienda,SKU0005,2,7.86,4.9
143,1916,2024-06-02,app,SKU0096,1,10.51,6.65
143,1916,2024-06-02,app,SKU0084,2,9.31,6.13
144,2743,2024-06-02,tienda,SKU0007,3,25.24,18.81
144,2743,2024-06-02,tienda,SKU0081,3,23.92,17.1
144,2743,2024-06-02,tienda,SKU0034,2,10.95,7.15
144,2743,2024-06-02,tienda,SKU0085,1,10.52,6.38
145,2653,2024-06-02,web,SKU0057,1,12.3,7.02
145,2653,2024-06-02,web,SKU0016,2,8.31,4.98
145,2653,2024-06-02,web,SKU0089,1,14.61,10.7
145,2653,2024-06-02,web,SKU0083,1,12.13,7.02
146,1288,2024-06-02,tienda,SKU0022,2,14.4,8.68
146,1288,2024-06-02,tienda,SKU0043,3,20.65,13.22
146,1288,2024-06-02,tienda,SKU0083,1,16.11,8.23
146,1288,2024-06-02,tienda,SKU0059,1,11.19,6.91
147,2887,2024-06-02,web,SKU0072,1,14.59,7.82
147,2887,2024-06-02,web,SKU0062,1,23.97,12.31
147,2887,2024-06-02,web,SKU0012,1,2.62,1.72
147,2887,2024-06-02,web,SKU0089,1,23.2,15.08
148,957,2024-06-02,tienda,SKU0011,2,3.15,2.48
149,355,2024-06-02,web,SKU0054,2,16.21,10.74
149,355,2024-06-02,web,SKU0015,2,17.16,8.73
149,355,2024-06-02,web,SKU0071,3,4.61,3.68
149,355,2024-06-02,web,SKU0043,3,17.06,11.09
150,2239,2024-06-02,tienda,SKU0089,2,11.67,7.01
150,2239,2024-06-02,tienda,SKU0015,2,24.0,17.83
150,2239,2024-06-02,tienda,SKU0034,1,18.03,9.98
151,2232,2024-06-02,tienda,SKU0027,3,10.44,5.62
151,2232,2024-06-02,tienda,SKU0073,2,29.58,21.27
151,2232,2024-06-02,tienda,SKU0022,4,3.58,2.06
151,2232,2024-06-02,tienda,SKU0074,1,9.07,6.06
152,819,2024-06-02,web,SKU0033,1,5.01,3.18
152,819,2024-06-02,web,SKU0014,1,27.21,16.53
152,819,2024-06-02,web,SKU0046,1,22.02,11.4
153,1022,2024-06-02,web,SKU0086,1,19.24,12.96
154,863,2024-06-02,web,SKU0067,2,14.09,10.45
155,2654,2024-06-02,app,SKU0036,2,8.15,4.2
156,710,2024-06-02,tienda,SKU0056,1,20.03,10.88
157,271,2024-06-02,app,SKU0092,1,19.68,13.67
158,1388,2024-06-02,web,SKU0070,2,21.06,12.68
158,1388,2024-06-02,web,SKU0020,3,9.09,6.03
159,1441,2024-06-02,web,SKU0063,1,25.79,20.58
159,1441,2024-06-02,web,SKU0000,2,11.12,8.72
160,535,2024-06-02,tienda,SKU0013,2,15.61,10.85
160,535,2024-06-02,tienda,SKU0009,1,15.79,9.09
160,535,2024-06-02,tienda,SKU0047,2,19.02,13.37
160,535,2024-06-02,tienda,SKU0060,2,6.71,5.28
161,1393,2024-06-02,tienda,SKU0097,3,9.85,7.87
161,1393,2024-06-02,tienda,SKU0082,1,10.63,6.42
162,1847,2024-06-02,tienda,SKU0058,2,3.91,2.7
163,2193,2024-06-02,web,SKU0059,3,11.57,9.13
164,1118,2024-06-02,web,SKU0031,1,25.71,14.8
165,2983,2024-06-02,web,SKU0059,3,16.6,11.82
165,2983,2024-06-02,web,SKU0029,2,10.54,7.75
165,2983,2024-06-02,web,SKU0065,1,15.59,11.22
165,2983,2024-06-02,web,SKU0036,3,9.75,6.22
166,2549,2024-06-02,web,SKU0075,1,14.7,11.36
166,2549,2024-06-02,web,SKU0029,1,5.25,4.15
166,2549,2024-06-02,web,SKU0002,1,15.11,9.19
167,516,2024-06-02,tienda,SKU0089,2,13.21,8.61
167,516,2024-06-02,tienda,SKU0015,1,9.39,5.48
168,855,2024-06-02,app,SKU0069,2,21.11,13.65
169,2420,2024-06-02,web,SKU0018,1,14.43,9.01
169,2420,2024-06-02,web,SKU0076,2,16.7,11.92
169,2420,2024-06-02,web,SKU0038,2,6.85,5.13
170,464,2024-06-02,tienda,SKU0009,2,13.27,7.67
170,464,2024-06-02,tienda,SKU0020,2,13.7,9.14
170,464,2024-06-02,tienda,SKU0061,1,14.86,10.12
171,1934,2024-06-02,tienda,SKU0065,3,11.06,6.25
171,1934,2024-06-02,tienda,SKU0018,3,19.53,11.91
172,703,2024-06-02,app,SKU0061,2,12.38,6.19
173,2019,2024-06-02,web,SKU0031,2,11.99,7.91
173,2019,2024-06-02,web,SKU0006,2,5.69,3.29
173,2019,2024-06-02,web,SKU0022,1,18.5,9.5
174,638,2024-06-02,tienda,SKU0072,1,7.96,5.59
174,638,2024-06-02,tienda,SKU0061,1,5.78,4.54
174,638,2024-06-02,tienda,SKU0058,2,11.78,7.74
174,638,2024-06-02,tienda,SKU0092,2,16.66,10.97
175,1036,2024-06-02,web,SKU0018,2,17.27,12.83
175,1036,2024-06-02,web,SKU0038,1,17.44,10.2
176,321,2024-06-02,app,SKU0022,1,44.11,28.73
177,1093,2024-06-02,app,SKU0077,2,27.67,16.03
177,1093,2024-06-02,app,SKU0083,2,16.1,9.55
177,1093,2024-06-02,app,SKU0066,3,8.14,6.08
178,2105,2024-06-02,web,SKU0019,1,6.74,4.98
178,2105,2024-06-02,web,SKU0079,2,18.18,13.31
178,2105,2024-06-02,web,SKU0046,1,17.18,13.73
178,2105,2024-06-02,web,SKU0059,1,21.19,14.14
179,527,2024-06-02,web,SKU0074,1,11.41,8.28
179,527,2024-06-02,web,SKU0048,3,9.86,5.86
179,527,2024-06-02,web,SKU0064,1,15.6,9.58
180,390,2024-06-02,app,SKU0036,1,47.69,33.16
180,390,2024-06-02,app,SKU0080,2,12.35,8.42
180,390,2024-06-02,app,SKU0056,1,14.66,10.33
180,390,2024-06-02,app,SKU0056,1,38.98,22.31
181,2453,2024-06-02,tienda,SKU0022,1,17.03,11.63
182,2862,2024-06-02,web,SKU0095,2,20.11,10.97
182,2862,2024-06-02,web,SKU0021,1,16.98,11.96
183,213,2024-06-02,tienda,SKU0006,1,17.48,10.82
183,213,2024-06-02,tienda,SKU0073,2,8.52,5.41
184,1474,2024-06-02,web,SKU0003,3,32.78,25.79
184,1474,2024-06-02,web,SKU0050,2,10.42,6.44
184,1474,2024-06-02,web,SKU0078,3,12.56,6.91
184,1474,2024-06-02,web,SKU0049,1,29.16,17.64
185,467,2024-06-02,app,SKU0010,2,6.25,3.81
